SỐ GPLH,NGÀY HẾT HẠN,Tên nguyên liệu,PHÂN LOẠI,TIÊU CHUẨN,CƠ SỞ SẢN XUẤT NGUYÊN LIỆU,NƯỚC SẢN XUẤT NGUYÊN LIỆU,ĐỊA CHỈ CƠ SỞ SẢN XUẤT NGUYÊN LIỆU,PHẢI CẤP PHÉP NHẬP KHẨU
VD-31717-19,2024-02-27T00:00:00+07:00,Potassium Clavulanate with Microcrystalline Cellulose 1:1,Dược chất,EP hiện hành,Lek Pharmaceuticals d.d.,Slovenia,"- Địa điểm đã được duyệt: Perzonali 47, SI-2391 Prevalje, Slovenia.
- Địa điểm xin bổ sung:
Địa chỉ trên GMP: Trimlini 2D, Lendava, 9220, Slovenia.",False
VD-31717-19,2024-02-27T00:00:00+07:00,Potassium clavulanate with avicel (1:1),Dược chất,EP 8.0 hoặc EP 9.0,LEK Pharmaceuticals d.d.,Slovenia,"Perzonali 47, SI-2391 Prevalje, Slovenia",False
VD-31717-19,2024-02-27T00:00:00+07:00,Amoxicillin trihydrate compacted,Dược chất,EP 9.0,DSM Sinochem Pharmaceuticals India Private Limited,INDIA,"Bhai Mohan Singh Nagar, Toansa, Distt. Nawanshahr, Punjab 144533, India.",False
VD-31717-19,2024-02-27T00:00:00+07:00,Amoxicillin trihydrate compacted,Dược chất,EP 9.0,Deretil S.A.,Spain,"Villaricos s/n 04616, Cuevas del Almanzora-Almeria, Spain",False
VD-31718-19,2024-02-27T00:00:00+07:00,Mannitol (Tên thương mại: Pearlitol 160 C),Tá dược,EP hiện hành,Roquette America Inc.,USA,"1003 South 5th St, Keokuk, IA 52632, USA",False
VD-31718-19,2024-02-27T00:00:00+07:00,Amoxicillin trihydrate powder,Dược chất,EP 9.0,DSM Sinochem Pharmaceuticals India Private Limited,INDIA,"Bhai Mohan Singh Nagar, Toansa, Distt. Nawanshahr, Punjab 144533, India.",False
VD-31718-19,2024-02-27T00:00:00+07:00,Potassium clavulanate with Syloid (1:1),Dược chất,EP 8.0,Lek Pharmaceuticals,Slovenia,"Perzonali 47, SI-2391 Prevalje, Slovenia",False
VD-31719-19,2024-02-27T00:00:00+07:00,Amoxicillin trihydrate compacted,Dược chất,EP 9.0,DSM Sinochem Pharmaceuticals India Private Limited,INDIA,"Bhai Mohan Singh Nagar, Toansa, Distt. Nawanshahr, Punjab 144 533, India",False
VD-31719-19,2024-02-27T00:00:00+07:00,Potassium clavulanate with avicel (1:1),Dược chất,EP 8.0 hoặc EP 9.0,Lek Pharmaceuticals d.d.,Slovenia,"Perzonali 47, SI-2391 Prevalje,  Slovenia",False
VD-31720-19,2024-02-27T00:00:00+07:00,Amoxicillin trihydrate,Dược chất,BP hiện hành,Aurobindo Pharma Limited,INDIA,"Địa chỉ: Unit XI, Survey No.1/22, 2/1 to 5, 6 to 18, 61 to 69, Pydibhimavaram (Village), Ranasthalam (Mandal), Srikakulam (District), Andhra Pradesh (State), India - 532 409.",False
VD-31720-19,2024-02-27T00:00:00+07:00,Amoxicillin trihydrate compacted,Dược chất,EP 9.0,DSM Sinochem Pharmaceuticals India Private Limited,INDIA,"Bhai Mohan Singh Nagar, Toansa, Distt. Nawanshahr, Punjab 144533, India.",False
VD-31720-19,2024-02-27T00:00:00+07:00,Potassium clavulanate with avicel (1:1),Dược chất,EP 8.0,LEK Pharmaceuticals d.d.,Slovenia,"Perzonali 47, SI-2391 Prevalje, Slovenia",False
VD-31721-19,2024-02-27T00:00:00+07:00,Sepifilm LP 770,Tá dược,In house,Seppic/ Seppic S.A,Pháp,"127, CHEMIN DE LA POUDRERIE 81100 CASTRES Cedex FRANCE",False
VD-31721-19,2024-02-27T00:00:00+07:00,Sultamicillin tosilate dihydrate,Dược chất,EP 9.0,Aurobindo Pharma Limited,INDIA,"Survey No.1/22, 2/1 to 5,6, to 18, 61 to 69, Pydibhimavaram-532 409, Ranasthalam Mandal, Srikakulam District, Andra Pradesh, India",False
VD-31722-19,2024-02-27T00:00:00+07:00,Oxacillin sodium monohydrate BP (Compacted),Dược chất,BP 2017,Penam Laboratories Ltd.,INDIA,"Địa chỉ GMP: Joniawas, Dharuhrea, Distt. Rewari (Haryana), India
Địa chỉ CoA: Joniawas, Dharuhrea, Distt. Rewari Haryana-123106",False
VD3-172-22,2025-05-28T00:00:00+07:00,Heptaminol Hydrochloride,Dược chất,EP 9.0,Expansia,France,"Route d’ Avignon,
30390, Aramon, France",False
VD3-172-22,2025-05-28T00:00:00+07:00,Troxerutin,Dược chất,EP 8.0,"Sichuan Xieli Pharmaceutical
Co., Ltd",CHINA,"Pharmaceutical
Industrial Park, Pengzhou,
Sichuan, China",False
VD-31723-19,2024-02-27T00:00:00+07:00,Oxacillin sodium monohydrate BP (Compacted),Dược chất,BP 2017,Penam Laboratories Ltd.,INDIA,"Địa chỉ GMP: Joniawas, Dharuhrea, Distt. Rewari (Haryana), India
Địa chỉ CoA: Joniawas, Dharuhrea, Distt. Rewari Haryana-123106",False
VD-31724-19,2024-02-27T00:00:00+07:00,Amoxicillin trihydrate compacted,Dược chất,EP 9.0,DSM Sinochem Pharmaceuticals India Private Limited,Indiia,"Bhai Mohan Singh Nagar, Toansa, Distt. Nawanshahr, Punjab 144 533, India",False
VD-31725-19,2024-02-27T00:00:00+07:00,Amoxicillin trihydrate powder,Dược chất,EP 9.0,DSM Sinochem Pharmaceuticals India Private Limited,INDIA,"Bhai Mohan Singh Nagar, Toansa, Distt. Nawanshahr, Punjab 144 533, India",False
VD-31726-19,2024-02-27T00:00:00+07:00,"Calcium carbonate, light, precipitated",Dược chất,EP 8.0,Dr.Paul Lohmann GmbH KG,GERMANY,"Hauptstrasse 2, D-31860 Emmerthal, Germany",False
VD-31726-19,2024-02-27T00:00:00+07:00,Magnesium  stearate,Tá dược,BP hiện hành,Faci Asia Pacific  Pte. Ltd.,Singapore,"1 Merlimau Place,  Jurong Island,  Singapore  627862.",False
VD-31726-19,2024-02-27T00:00:00+07:00,Mannitol,Tá dược,EP hiện hành,SPI Pharma Inc.,USA,"1711 Tiles Court,  Grand Haven, MI  49417, USA",False
VD-31726-19,2024-02-27T00:00:00+07:00,FD&C Red No.  3 Powder,Tá dược,QCVN 2010,Sensient Colors  LLC.,USA,"2526 Baldwin  Street, St. Louis,  MO 63106 USA",False
VD-31726-19,2024-02-27T00:00:00+07:00,Silarom Orange  Flavouring  (1219707429),Tá dược,Nhà sản xuất,Silesia Flavours  South East Asia  Pte Ltd,Singapore,7 Chin Bee Drive  - 619857  Singapore,False
VD-31726-19,2024-02-27T00:00:00+07:00,FD&C Blue  No. 1 Powder,Tá dược,QCVN 2010,Sensient Colors  LLC.,USA,"2526 Baldwin  Street, St. Louis,  MO 63106 USA",False
VD-31726-19,2024-02-27T00:00:00+07:00,FD&C Yellow  No. 5 Powder,Tá dược,QCVN 2010,Sensient Colors  LLC,USA,"2526 Baldwin  Street, St. Louis,  MO 63106 USA",False
VD-31726-19,2024-02-27T00:00:00+07:00,FD&C Yellow  No. 6 Powder,Tá dược,QCVN 2010,Sensient Colors  LLC.,USA,"2526 Baldwin  Street, St. Louis,  MO 63106 USA",False
VD-31727-19,2024-02-27T00:00:00+07:00,Lansoprazole delayed-release pellets 8.5% w/w,Dược chất,In house,Zen Biotech Pvt. Ltd.,INDIA,"Plot No. 195/4, Phase II, Sector 3, Lane 7, I.D.A Cherlapally, Hyderabad-500 051, India.",False
VD-31728-19,2024-02-27T00:00:00+07:00,Paracetamol,Dược chất,BP 2016,"Anqiu Lu’an Pharmaceutical Co., Ltd.",CHINA,"No 35, Weixu North Road, Anqiu City, Shandong Province, China.",False
VD-31730-19,2024-02-27T00:00:00+07:00,Ambroxol hydrochloride,Dược chất,EP8.0,Ami Lifesciences Pvt. Ltd.,INDIA,N/A,False
VD-31731-19,2024-02-27T00:00:00+07:00,Bromhexine hydrochloride,Dược chất,EP 8,Orex Pharma Pvt. Ltd.,INDIA,N/A,False
VD-31732-19,2024-02-27T00:00:00+07:00,Betamethasone,Dược chất,USP 38,"Tianjin Tianyao Pharmaceuticals Co., Ltd.",CHINA,N/A,False
VD-31732-19,2024-02-27T00:00:00+07:00,Dexchlorpheniramine maleate,Dược chất,USP 38,Mahrshee Laboratories Pvt. Ltd.,INDIA,N/A,False
VD-31733-19,2024-02-27T00:00:00+07:00,Betamethasone,Dược chất,USP 38,"Tianjin Tianyao Pharmaceuticals Co., Ltd.",CHINA,N/A,False
VD-31733-19,2024-02-27T00:00:00+07:00,Dexchlorpheniramine maleate,Dược chất,USP 38,Mahrshee Laboratories Pvt. Ltd.,INDIA,N/A,False
VD-31734-19,2024-02-27T00:00:00+07:00,Cinnarizine,Dược chất,EP 8,Ray Chemicals Pvt. Ltd.,INDIA,N/A,False
VD-31735-19,2024-02-27T00:00:00+07:00,Dexchlorpheniramine maleate,Dược chất,USP 38,Mahrshee Laboratories Pvt. Ltd.,INDIA,N/A,False
VD-31736-19,2024-02-27T00:00:00+07:00,Betamethasone,Dược chất,USP 38,"Tianjin Tianyao Pharmaceuticals Co., Ltd",CHINA,N/A,False
VD-31737-19,2024-02-27T00:00:00+07:00,Mefenamic acid,Dược chất,BP 2017,"Shaanxi Baoxin Pharmaceutical Co., Ltd.",CHINA,N/A,False
VD-31738-19,2024-02-27T00:00:00+07:00,D-Glucosamine hydrochloride,Dược chất,USP 38,"Yangzhou Rixing Bio-Tech Co., Ltd.",CHINA,N/A,False
VD-31739-19,2024-02-27T00:00:00+07:00,D-Glucosamine hydrochloride,Dược chất,USP 38,"Yangzhou Rixing Bio-Tech Co., Ltd.",CHINA,N/A,False
VD-31740-19,2024-02-27T00:00:00+07:00,Di-iodohydroxyquinoline,Dược chất,USP 38,G. Amphray Laboratories,INDIA,N/A,False
VD-31741-19,2024-02-27T00:00:00+07:00,Meloxicam,Dược chất,BP 2015,Technodrugs & Intermediates Pvt. Ltd,INDIA,N/A,False
VD-31741-19,2024-02-27T00:00:00+07:00,Meloxicam,Dược chất,BP 2015,Apex Healthcare Limited,INDIA,N/A,False
VD-31742-19,2024-02-27T00:00:00+07:00,Paracetamol,Dược chất,BP 2015,"Anqiu Lu’an Pharmaceutical Co., Ltd.",CHINA,N/A,False
VD-31743-19,2024-02-27T00:00:00+07:00,Ranitidine hydrochloride,Dược chất,USP 38,Orchev Pharma Pvt. Ltd.,INDIA,N/A,False
VD-31744-19,2024-02-27T00:00:00+07:00,Gel nhôm hydroxyd khô (Dried Aluminium hydroxide gel),Dược chất,BP 2015,Priti Industries,INDIA,N/A,False
VD-31744-19,2024-02-27T00:00:00+07:00,Magnesium hydroxide,Dược chất,BP 2015,Priti Industries,INDIA,N/A,False
VD-31745-19,2024-02-27T00:00:00+07:00,Roxithromycin,Dược chất,EP 8,"Zhejiang Guobang Pharmaceutical Co., Ltd.",CHINA,N/A,False
VD-31745-19,2024-02-27T00:00:00+07:00,Roxithromycin,Dược chất,USP 37,"Zhejiang Guobang Pharmaceutical Co., Ltd.",CHINA,"No.6, Weiwu road, Hangzhou Gulf Shangyu Economic and Technological Development Zone, Zhejiang, P.R. China",False
VD-31746-19,2024-02-27T00:00:00+07:00,Simethicone (powder),Dược chất,NSX,"Dasan Medichem Co., Ltd.",Korea,N/A,False
VD-31746-19,2024-02-27T00:00:00+07:00,Gel nhôm hydroxyd khô (Dried Aluminium hydroxide gel),Dược chất,BP 2014,Priti Industries,INDIA,N/A,False
VD-31746-19,2024-02-27T00:00:00+07:00,Magnesium hydroxide,Dược chất,BP 2014,Priti Industries,INDIA,N/A,False
VD-31747-19,2024-02-27T00:00:00+07:00,Spiramycin,Dược chất,EP 8.0,"Topfond Pharmaceutical Co., Ltd.",CHINA,N/A,False
VD-31748-19,2024-02-27T00:00:00+07:00,Tenoxicam,Dược chất,BP 2015,Ramdev Chemical Pvt. Ltd.,INDIA,N/A,False
VD-31749-19,2024-02-27T00:00:00+07:00,"Ascorbic acid 
(Vitamin C)",Dược chất,USP 38,"Luwei Pharmaceutical Group Co., Ltd. ",CHINA,N/A,False
VD-31750-19,2024-02-27T00:00:00+07:00,Nicotinamide,Dược chất,USP 38,"Tianjin Zhongrui Pharmaceutical Co., Ltd.",CHINA,N/A,False
VD-31750-19,2024-02-27T00:00:00+07:00,Nicotinamide,Dược chất,USP 43,Jubilant Life Sciences Limited,INDIA,"Plot No. P1-L1, Within Jubilant SEZ at Plot No. 5, Vilayat GIDC, Tal – Vagra, Vilayat - 392 012, Dist. Bharuch, Gujarat State, India",False
VD-31751-19,2024-02-27T00:00:00+07:00,Ticegrelor,Dược chất,TC NSX,Glenmark Pharmaceuticals Ltd.,INDIA,,False
VD-31751-19,2024-02-27T00:00:00+07:00,Ticagrelor,Dược chất,NSX,Glenmark Life Sciences Limited,INDIA,"Plot No.Z/103/I, SEZ Phase-II, Dahej, Taluka Vagra, Dist. Bharuch, 392130, Gujarat, India.",False
VD-31751-19,2024-02-27T00:00:00+07:00,Ticagrelor,Dược chất,TC NSX,Glenmark Pharmaceutical  Limited,INDIA,,False
VD-31752-19,2024-02-27T00:00:00+07:00,Risperidone,Dược chất,USP 40,Zhejiang Huahai Pharmaceutical Co. Ltd.,CHINA,,False
VD3-175-22,2025-06-23T00:00:00+07:00,Tenofovir disoproxil fumarate,Dược chất,TCCS,Hetero Labs Limited,INDIA,"Unit-IX, Plot No.2,
Hetero Infrastructure SEZ Ltd.,
N. Narasapuram (Village),
Nakkapalli (Mandal),
Visakhapatnam District- 531081,
Andhra Pradesh, INDIA",False
VD-31753-19,2024-02-27T00:00:00+07:00,Cefpodoxime proxetil,Dược chất,USP 40,DHANUKA LABORATORIES LIMITED,INDIA,,False
VD-31754-19,2024-02-27T00:00:00+07:00,Cefpodoxime proxetil,Dược chất,USP 40,DHANUKA LABORATORIES LIMITED,INDIA,,False
VD-31755-19,2024-02-27T00:00:00+07:00,Amisulpride,Dược chất,EP 7.0,Optimus Drugs Private Limited,INDIA,,False
VD-31756-19,2024-02-27T00:00:00+07:00,Baclofen,Dược chất,USP 38,Excella GmbH,GERMANY,,False
VD-31757-19,2024-02-27T00:00:00+07:00,Dexchlorpheniramine maleate,Dược chất,USP 40,Nivedita Chemicals Pvt. Ltd.,INDIA,,False
VD-31757-19,2024-02-27T00:00:00+07:00,Betamethasone,Dược chất,USP 40,"TianJin Tianyao pharmaceuticals Co., Ltd.",CHINA,,False
VD-31758-19,2024-02-27T00:00:00+07:00,Cefpodoxime proxetil,Dược chất,USP 40,DHANUKA LABORATORIES LIMITED,INDIA,,False
VD-31759-19,2024-02-27T00:00:00+07:00,Carisoprodol,Dược chất,USP 38,Sun Pharmaceutical Industries Ltd.,INDIA,,False
VD-31760-19,2024-02-27T00:00:00+07:00,Cefpodoxime proxetil,Dược chất,USP 40,DHANUKA LABORATORIES LIMITED,INDIA,,False
VD-31761-19,2024-02-27T00:00:00+07:00,Cefpodoxime proxetil,Dược chất,USP 40,DHANUKA LABORATORIES LIMITED,INDIA,,False
VD-31762-19,2024-02-27T00:00:00+07:00,Copper Gluconate,Dược chất,USP 38,Jost Chemical Co.,USA,,False
VD-31762-19,2024-02-27T00:00:00+07:00,Ferrous Gluconate,Dược chất,USP 38,Jost Chemical Co.,USA,,False
VD-31762-19,2024-02-27T00:00:00+07:00,Manganese Gluconate,Dược chất,USP 38,Jost Chemical Co.,USA,,False
VD3-176-22,2025-06-23T00:00:00+07:00,Aripiprazole,Dược chất,USP 41,UNICHEM LABORATORIES LTD,INDIA,NA,False
VD3-176-22,2025-06-23T00:00:00+07:00,Lactose monohydrate,Tá dược,EP 9.0,KERRY INGREDIENTS INDIA PRIVATE LIMITED,India,"First Floor, Survey No. 6, Village: Polcha (Rania), Taluka: Savli, Vadodara-391780, Gujarat",False
VD3-176-22,2025-06-23T00:00:00+07:00,Maize starch B,Tá dược,EP 9.0,ROQUETTE FRÈRES,France,"1, Rue De La Haute, Loge, 62136 Lestrem",False
VD3-176-22,2025-06-23T00:00:00+07:00,"L-HPC, LH-11",Tá dược,JP 17,"SHIN-ETSU CHEMICAL CO., LTD.",Japan,"6-1, Ohtemachi 2-chome, Chiyoda-ku, Tokyo,",False
VD3-176-22,2025-06-23T00:00:00+07:00,11010 Indigo Carmine lake,Tá dược,EU 2012,UNIVAR COLOUR,England,"Univar BV, Victoria House, Radford Way, Billericay, Essex, CM12 0DX",False
VD3-176-22,2025-06-23T00:00:00+07:00,Magnesium stearate,Tá dược,USP 41,NITIKA PHARMACEUTICAL SPECIALITIES PVT. LTD.,India,"Block No. 03 of Plot No. 1296,1297/08, Ward No.03, Mouza- Waddhamana, Tah- Hingna, Amravati Road, Nagpur-440023",False
VD3-176-22,2025-06-23T00:00:00+07:00,Opadry White II,Tá dược,NSX,SHANGHAI COLORCON COATING TECHNOLOGY LIMITED,China,"No. 588 Chundong Road, Minhang Shanghai 201108",False
VD3-176-22,2025-06-23T00:00:00+07:00,Microcrystalline cellulose 101,Tá dược,USP 41,JRS PHARMA & GUJARAT MICROWAX PVT. LTD.,India,"401/ 402 Sarthik Square Nr GNFC Tower, S.G. Highway Ahmedabad – 380054",False
VD-31763-19,2024-02-27T00:00:00+07:00,Pravastatin natri,Dược chất,EP 8.0,Biocon limited,INDIA,,False
VD-31764-19,2024-02-27T00:00:00+07:00,Glimepiride,Dược chất,EP8/BP2016,"Chongqing Succeway Pharmaceutical Co., Ltd.",CHINA,,False
VD-31765-19,2024-02-27T00:00:00+07:00,LEVOSULPIRIDE,Dược chất,TC NSX,"Suzhou Yuanfang Chemical Co., Ltd",CHINA,,False
VD-31766-19,2024-02-27T00:00:00+07:00,Spironolacton,Dược chất,EP 8.0,"Tianjin Jinjin 
Pharmaceutical Co., Ltd",CHINA,,False
VD-31767-19,2024-02-27T00:00:00+07:00,Erdosteine,Dược chất,TC NSX,"Daebong LS, Ltd / (Daebong Life Science Co., Ltd )",Korea,,False
VD-31768-19,2024-02-27T00:00:00+07:00,Telmisartan,Dược chất,USP 40,"ZHEJIANG HUAHAI PHARMACEUTICAL CO., LTD",CHINA,,False
VD-31769-19,2024-02-27T00:00:00+07:00,Gabapentin,Dược chất,USP 40,Supriya Lifescience Ltd.,INDIA,,False
VD-31770-19,2024-02-27T00:00:00+07:00,Zopiclone,Dược chất,BP 2014,"Hubei Yuancheng Saichuang Technology Co., Ltd.",CHINA,,False
VD-31771-19,2024-02-27T00:00:00+07:00,Ziprasidone hydrochloride monohydrate,Dược chất,EP 8.0 +    NSX,Megafine Pharma (P) Ltd.,INDIA,,True
VD-31771-19,2024-02-27T00:00:00+07:00,"Ziprasidone
(dưới dạng Ziprasidone hydrochloride monohydrate)",Dược chất,EP 9.0 + inhouse,"CHROMO LABORATORIES INDIA PVT,LTD",INDIA,"Plot No. 43&44, IDA, Phase II-Pashamlaram, Patancheru Mandal, Sangareddy District, Telangana state, India - 502307",True
VD-31772-19,2024-02-27T00:00:00+07:00,Ziprasidone hydrochloride monohydrate,Dược chất,EP 8.0 +    NSX,Megafine Pharma (P) Ltd.,INDIA,,True
VD-31772-19,2024-02-27T00:00:00+07:00,"Ziprasidone
(dưới dạng Ziprasidone hydrochloride monohydrate)",Dược chất,EP 9.0 + inhouse,"CHROMO LABORATORIES INDIA PVT,LTD",INDIA,"Plot No. 43&44, IDA, Phase II-Pashamlaram, Patancheru Mandal, Sangareddy District, Telangana state, India - 502307",True
VD3-177-22,2025-06-23T00:00:00+07:00,Tenofovir alafenamid fumarat,Dược chất,TC NSX,"Cdymax (India) Pharma Pvt.Ltd.,",INDIA,"116/117, KIADB Industrial Area, Jigani, Phase-2, Anekal Taluk, Bangalore - 560105, India",False
VD-31773-19,2024-02-27T00:00:00+07:00,Granisetron hydrochloride,Dược chất,TC NSX,Mustafa Nevzat Ilac Sanayii A.S.,Turkey,,False
VD-31773-19,2024-02-27T00:00:00+07:00,Granisetron hydrochloride,Dược chất,TC NSX,Mustafa Nevzat Ilac Sanayii A.S. - API Plant,Turkey,,False
VD-31774-19,2024-02-27T00:00:00+07:00,Adrenalin bitartrat,Dược chất,USP 38,Medinex Laboratories Pvt. Ltd,INDIA,,False
VD-31775-19,2024-02-27T00:00:00+07:00,Cephalexin monohydrate,Dược chất,BP 2014,"NCPC Hebei Huamin Pharmaceutical Co., Ltd",CHINA,,False
VD-31776-19,2024-02-27T00:00:00+07:00,Cefuroxime axetil,Dược chất,USP 35,Nectar Lifesciences Ltd,INDIA,,False
VD-31777-19,2024-02-27T00:00:00+07:00,Metronidazole,Dược chất,BP 2014,"Hubei Hongyuan Pharmaceutical Technology Co., Ltd",CHINA,,True
VD-31778-19,2024-02-27T00:00:00+07:00,Amoxicillin trihydrate,Dược chất,BP 2015,DSM Sinochem Pharmaceuticals India Pvt. Ltd,INDIA,,False
VD-31778-19,2024-02-27T00:00:00+07:00,Amoxicilin trihydrat,Dược chất,BP 2015,Centrient Pharmaceuticals India Pvt. Ltd.,INDIA,India,False
VD-31778-19,2024-02-27T00:00:00+07:00,Potassium Clavulanate With Avicel (1:1),Dược chất,EP 8.0,"Sinopharm Weiqida Pharmaceutical Co., Ltd",CHINA,,False
VD-31779-19,2024-02-27T00:00:00+07:00,Amoxicilin trihydrat,Dược chất,BP 2015,Centrient Pharmaceuticals India Private Ltd.,INDIA,India,False
VD-31779-19,2024-02-27T00:00:00+07:00,Amoxicillin trihydrate,Dược chất,BP 2015,DSM Sinochem Pharmaceuticals India Pvt. Ltd,INDIA,,False
VD-31779-19,2024-02-27T00:00:00+07:00,Potassium Clavulanate With Avicel (1:1),Dược chất,EP 8.0,"Sinopharm Weiqida Pharmaceutical Co., Ltd",CHINA,,False
VD-31780-19,2024-02-27T00:00:00+07:00,Hydrochlorothiazide,Dược chất,USP 36,CTX Life Sciences Pvt. Ltd,INDIA,,False
VD-31780-19,2024-02-27T00:00:00+07:00,Valsartan,Dược chất,USP 36,Smilax Laboratories Limited,INDIA,,False
VD-31781-19,2024-02-27T00:00:00+07:00,Ofloxacin,Dược chất,USP phiên bản hiện hành,"Zhejiang East - Asia Pharmaceutical Co/,Ltd",CHINA,"Coastal Industrial City, Pubagang town, Sanmen county, Zhejiang, China, 317100",True
VD-31781-19,2024-02-27T00:00:00+07:00,Ofloxacin,Dược chất,USP phiên bản hiện hành,"Zhejiang Apeloa Kangyu Pharmaceutical Co., Ltd",CHINA,"333, Jiangnan Road, Hengdian, Dongyang, Zhejiang 322118, China",True
VD-31781-19,2024-02-27T00:00:00+07:00,Ofloxacin,Dược chất,USP 39,Century Pharmaceuticals Ltd,INDIA,,True
VD-31782-19,2024-02-27T00:00:00+07:00,Ofloxacin,Dược chất,USP 39,Century Pharmaceuticals Ltd,INDIA,,True
VD-31782-19,2024-02-27T00:00:00+07:00,Ofloxacin,Dược chất,USP 43,"Zhejiang Apeloa Kangyu Pharmaceutical Co., Ltd",CHINA,"333, Jiangnan Road, Hengdian, Dongyang, Zhejiang 322118, China",True
VD3-178-22,2025-06-23T00:00:00+07:00,Imatinib Mesilate,Dược chất,EP 10,Hetero Labs Limited,Ấn Độ,"Unit-I, Survey No.10, I.D.A, Gaddapotharam Village, Jinnaram Mandal, Sangareddy District, Telangana State, India",True
VD3-178-22,2025-06-23T00:00:00+07:00,Opadry AMB II Yellow,Tá dược,TCCS,Colorcon,Trung Quốc,"No. 588 Chundong Road, Minhang Shanghai 201108",False
VD3-178-22,2025-06-23T00:00:00+07:00,Talc,Tá dược,DĐVN phiên bản hiện hành,Nitika Pharmaceutical Speciallities Pvt.Ltd,Ấn Độ,"Star Pharma Chem, Nagpur, Plot No.08, Mouza-Waddhamana, Amravati Road Nagpur-440023",False
VD3-178-22,2025-06-23T00:00:00+07:00,Hydroxypropyl cellulose,Tá dược,USP phiên bản hiện hành,Ashland,Mỹ,"ISP Chemicals LLC, 455 N. Main St. Calvert City",False
VD3-178-22,2025-06-23T00:00:00+07:00,Magnesi stearat (Magnesium stearate),Tá dược,DĐVN phiên bản hiện hành,Sun Ace Kakoh (Pte.) Ltd.,Singapore,"34 Tanjong Penjuru, Jurong Town",False
VD3-178-22,2025-06-23T00:00:00+07:00,Crospovidon XL (Crospovidone XL),Tá dược,USP phiên bản hiện hành,Ashland,Mỹ,"ISP Chemicals LLC, 455 N. Main St. Calvert City",False
VD3-178-22,2025-06-23T00:00:00+07:00,Cellulose vi tinh thể 102 (Microcrystalline cellulose 102),Tá dược,USP phiên bản hiện hành,Accent Microcell Pvt Ltd.,Ấn Độ,"314, Shangrilla Arcade, Shyamal Cross Roads, Anandnagar Road, Satellite, Ahmedabad-380015, Gujarat",False
VD3-178-22,2025-06-23T00:00:00+07:00,Silic dioxid keo (Colloidal Anhydrous Silica),Tá dược,BP phiên bản hiện hành,Madhu Silica Pvt. Ltd.,Ấn Độ,"Chitra Gujarat Industrial Development Corporation, Bhavnagar, Gujarat 364004",False
VD-31783-19,2024-02-27T00:00:00+07:00,Ramipril,Dược chất,EP 7.0,Aarti Industries Limited,INDIA,,False
VD-31784-19,2024-02-27T00:00:00+07:00,Cyanocobalamin,Dược chất,USP 38,"Ningxia Kingvit Pharmaceutical Co., Ltd",CHINA,,False
VD-31785-19,2024-02-27T00:00:00+07:00,Cyanocobalamin,Dược chất,USP 38,"Ningxia Kingvit Pharmaceutical Co., Ltd",CHINA,,False
VD-31786-19,2024-02-27T00:00:00+07:00,Dexpanthenol,Dược chất,EP 7.0,DSM Nutritional Product Ltd.,Switzerland,,False
VD-31787-19,2024-02-27T00:00:00+07:00,Clotrimazol,Dược chất,USP 38,"Changzhou Yabang Pharmaceutical Co.,Ltd",CHINA,,False
VD-31789-19,2024-02-27T00:00:00+07:00,Isoniazid,Dược chất,BP 2014,"Tianjin Handewei Pharmaceutical Co.,Ltd",CHINA,,False
VD-31790-19,2024-02-27T00:00:00+07:00,Progesteron,Dược chất,USP 38,"Zhejiang Xianju Pharmaceutical Co.,Ltd",CHINA,,True
VD-31791-19,2024-02-27T00:00:00+07:00,Ciprofloxacin hydroclorid,Dược chất,USP 37,"Shangyu Jingxi Pharmaceutical Co.,Ltd",CHINA,,True
