SỐ ĐĂNG KÝ LƯU HÀNH,NGÀY HẾT HIỆU LỰC SỐ ĐĂNG KÝ,"TÊN TÁ DƯỢC, VỎ NANGTÊN CƠ SỞ SẢN XUẤT",NƯỚC SẢN XUẤT,TIÊU CHUẨN CHẤT LƯỢNG
VD-26571-17,2022-12-31T00:00:00+07:00,Cellactose 80,MEGGLE GmbH & Co. KG,Germany,In-house
VD-26571-17,2022-12-31T00:00:00+07:00,Opadry® complete film coating system 03F84934 pink,Shanghai Colorcon Coating Technology Limited,China,In-house
VD-30836-18,2023-07-05T00:00:00+07:00,SUPERTAB 21AN  (ANHYDROUS LACTOSE),DFE PHARMA GMBH & CO.KG,Germany,EP 10.0
VD-22670-15,2022-12-31T00:00:00+07:00,"""Halal"" Hard Gelatin Capsules (Empty Hard Gelatin Capsule) size 3 STD. Purple OP - STD. Purple OP (29918-29918)",PT. Capsugel Indonesia,Indonesia,In-house
VD-30933-18,,Hỗn hợp cellulose vi tinh thể và carboxymethyl cellulose natri (Avicel RC-591),"DuPont Nutrition USA, Inc.",Mỹ,BP2013
VD-24046-15,2022-12-31T00:00:00+07:00,"D&C RED #33, 82-92% (Tên TM: D&C RED #33)",Sensient Colors Inc.,USA,TCCS UIP
VD-24046-15,2022-12-31T00:00:00+07:00,Artificial Wild Cherry Flavor 2:1 WL-515 (Tên TM: 293485 Cherry wild flavor),Symrise,Singapore,TCNSX
VD-24046-15,2022-12-31T00:00:00+07:00,Saccharin sodium,JMC Corporation,Korea,EP hiện hành
VD-24046-15,2022-12-31T00:00:00+07:00,Saccharin sodium  (Tên TM: Saccharin sodium dihydrate),Merck KgaA,Germany,EP hiện hành
VD-24046-15,2022-12-31T00:00:00+07:00,Anhydrous Citric Acid (Tên TM: Citric Acid Anhydrous CAA F6000 in 25 kg bags),Jungbunzlauer Austria AG,Austria,EP hiện hành
VD-24046-15,2022-12-31T00:00:00+07:00,Sodium Bisulfite (Sodium Metabisulfite) (Tên TM: INP53 Sodium Metabisulfite),Esseco,Italia,TCNSX
VD-24046-15,2022-12-31T00:00:00+07:00,Sodium benzoate (Tên TM: Kalama@Sodium Benzoate NF/ FCC-Powder),Emerald Performance Materials  (Plant site: Emerald Kalama Chemical LLC),USA,USP hiện hành
VD-26347-17,2022-12-31T00:00:00+07:00,Lactose monohydrat,Meggle GmbH & Co.KG,Germany,USP 43
VD-26347-17,2022-12-31T00:00:00+07:00,Magnesi stearat,Accent Microcell Pvt. Ltd.,India,USP 43
VD-27207-17,2022-12-31T00:00:00+07:00,"Hydroxypropyl cenlulose, low subtituted (LH 21)","Shin-Estu Chemical Co., Ltd. Naoetsu Plant",Japan,USP 43
VD-20897-14,2022-12-31T00:00:00+07:00,HPMCP 55 (Hypromellose Phthalate),"Shin-Estu Chemical Co., Ltd. Naoetsu Plant",Japan,USP 43
VD-27209-17,2022-12-31T00:00:00+07:00,Microcrystalline cellulose and natri carboxymethylcellulose (Neocel),"Mingtai Chemical Co., Ltd",Taiwan,USP 38
VD-25334-16,2022-12-31T00:00:00+07:00,Eratab,"Cho Heng Rice Vermicelli Factory Co.,Ltd",Thailnad,USP
VD-32074-19,2024-02-27T00:00:00+07:00,Ethoxydiglycol (Transcutol HP),Gattefossé SAS,France,USP 38
VD-32074-19,2024-02-27T00:00:00+07:00,Glyceryl stearat and PEG 75 stearat (Gelot 64),Gattefossé SAS,France,Nhà sản xuất
VD-18526-13,2022-12-31T00:00:00+07:00,Camphor,"FUJIAN GREEN  PINE CO., LTD.",China,USP 38- NF 33
VD-18526-13,2022-12-31T00:00:00+07:00,Polysorbate 20 ( Tên TM: SP Tween 20 MBAL- LQ -( SG),CRODA SINGAPORE PTE LTD,Singapore,EP8
VD-18526-13,2022-12-31T00:00:00+07:00,Benzyl alcohol,"DAEJUNG CHEMICALS  & METALS CO., LTD.",Korea,USP 35- NF 30
VD-18526-13,2022-12-31T00:00:00+07:00,L-Menthol ( Tên TM: ( Natural) L- Menthol Crystals),TIEN YUAN CHEMICAL (PTE) LTD.,Singapore,USP 35- NF 30
VD-18526-13,2022-12-31T00:00:00+07:00,Triethanolamine (Trolamine),"SHIN POONG PHARM. CO., LTD.",Korea,USP 38-NF 33
VD-18526-13,2022-12-31T00:00:00+07:00,Non-crystallizing sorbitol solution ( Tên TM : Non- Crystallized Sorbitol ( B.P)),"PAIK KWANG INDUSTRIAL CO., LTD.",Korea,BP2016
VD-18526-13,2022-12-31T00:00:00+07:00,Propylene glycol,THE DOW CHEMICAL COMPANY (Dow Chemical Thailand Ltd.),Thailand,USP 38-NF 33
VD-18526-13,2022-12-31T00:00:00+07:00,Hydroxypropyl cellulose (H) (HPC-H),"NIPPON SODA CO., LTD.",Japan,USP 38- NF 33
VD-18526-13,2022-12-31T00:00:00+07:00,Carbomer 940 ( Tên TM: Carbopol 940),LUBRIZOL ADVANCED MATERIALS INC.,USA,USP 38-NF 33
VD-28644-17,2022-12-31T00:00:00+07:00,Perfume (Aromatic-7),"Hisamitsu Pharmaceutical Co., Inc.",Nhật Bản,Tiêu chuẩn cơ sở
VD-33396-19,2024-10-23T00:00:00+07:00,Acryl-Eze,COLORCON,China,In-House
VD-33396-19,2024-10-23T00:00:00+07:00,Polyethylene glycol 400,BASF SE,Germany,EP 8.0
VD-33396-19,2024-10-23T00:00:00+07:00,"""Opadry II white",COLORCON,China,In-House
VD-33396-19,2024-10-23T00:00:00+07:00,"""Hypromellose",DOW CHEMICAL PACIFIC (SINGAPORE) PRIVATE LIMITED,USA,USP 40
VD-33396-19,2024-10-23T00:00:00+07:00,Sodium lauryl sulfate,BASF,Germany,EP 9.0
VD-33396-19,2024-10-23T00:00:00+07:00,Croscarmellose sodium,ITACEL FARMOQUIMICA LTDA,Brazil,EP 9.0
VD-33396-19,2024-10-23T00:00:00+07:00,Colloidal anhydrous silica,EVONIK INDUSTRIES,Germany,EP 9.0
VD-33396-19,2024-10-23T00:00:00+07:00,Calcium hydrogen phosphate,"REEPHOS CHEMICAL (LYG) CO., LTD",China,USP 38
VD-33396-19,2024-10-23T00:00:00+07:00,Microcrystalline cellulose,"MINGTAI CHEMICAL CO., LTD",Taiwan,EP 9.0
VD-33396-19,2024-10-23T00:00:00+07:00,Microcrystalline cellulose,ITACEL FARMOQUIMICA LTDA,Brazil,EP 9.0
VD-33396-19,2024-10-23T00:00:00+07:00,Magnesium oxide,SCORA,France,EP 8.0
VD-18535-13,2022-12-31T00:00:00+07:00,Calcium stearate,Peter Greven Nederland C.V.,Netherlands,EP phiên bản hiện hành
VD-18854-13,2022-12-31T00:00:00+07:00,Opadry® II complete film coating system 85F13823 orange,Shanghai Colorcon Coating Technology Limited,China,In-house
VD-19693-13,2022-12-31T00:00:00+07:00,KYRON T-112 B (Acrylic polymer/ Proprietary mixture),Corel Pharma Chem,India,In-house
VD-25554-16,2022-09-05T00:00:00+07:00,"""Halal"" Hard Gelatin Capsules (Empty Hard Gelatin Capsule) size 0 Ivory OP - Ivory OP (38717-38717)",PT. Capsugel Indonesia,Indonesia,In-house
VD-18536-13,2022-12-31T00:00:00+07:00,Opadry® complete film coating system 03F32391 yellow,Shanghai Colorcon Coating Technology Limited,China,In-house
VD-23982-15,2022-12-31T00:00:00+07:00,Opadry® II complete film coating system  Y-30-10671-A light blue,Shanghai Colorcon Coating Technology Limited,China,In-house
VD-23984-15,2022-12-31T00:00:00+07:00,Surelease® Ethylcellulose dispersion type B NF E-7-19040 Clear,Colorcon,United States,NF 36
VD-23984-15,2022-12-31T00:00:00+07:00,ETHOCEL™ Standard 100 Premium Ethylcellulose,"Nutrition & Biosciences USA 1, LLC",United States,EP 9.7
VD-23984-15,2022-12-31T00:00:00+07:00,METHOCEL™ K100M Premium CR Hydroxypropyl Methylcellulose,"Nutrition & Biosciences USA 1, LLC",United States,EP 9.6
VD-28832-18,2023-02-22T00:00:00+07:00,11008 Tartrazine lake,Univar BV,Anh,FAO JECFA
VD-28832-18,2023-02-22T00:00:00+07:00,17035 Yellow Iron oxide,Univar,Anh,FAO JECFA
VD-28832-18,2023-02-22T00:00:00+07:00,Sinopol PEG4000 FQN (Polyethylene glycol 4000),Sino-Japan chemical,Đài Loan,NF 36 (2018)
VD-28832-18,2023-02-22T00:00:00+07:00,Sepifilm LP 770,SEPPIC,Pháp,In-house
VD-28832-18,2023-02-22T00:00:00+07:00,Acrycoat L100 (Methacrylic acid copolymer),Corel Pharma Chem,Ấn Độ,NF 36 (2018)
VD-28832-18,2023-02-22T00:00:00+07:00,Colloidal Silicon dioxide,Madhu Silica Pvt. Ltd.,Ấn Độ,BP 2019
VD-28832-18,2023-02-22T00:00:00+07:00,Luzenac 00 (Talc),Imerys Talc Luzenac France,Pháp,EP 9.0 (2017)
VD-28832-18,2023-02-22T00:00:00+07:00,Pruv (Sodium stearyl fumarate),JRS Pharma Gmbh,Đức,EP 9.0 (2017)
VD-28832-18,2023-02-22T00:00:00+07:00,Mannitol,SPI pharma,Mỹ,USP 35 (2012)
VD-28832-18,2023-02-22T00:00:00+07:00,"L-HPC, LH-11 (Low-Substituted hydroxypropyl cellulose)",Shinetsu chemical,Nhật,NF 36 (2018)
VD-28832-18,2023-02-22T00:00:00+07:00,Polyplasdone XL-10 (Crospovidone),ISP,Mỹ,NF 36 (2018)
VD-28832-18,2023-02-22T00:00:00+07:00,"Magnesium oxide, light",Dr.Paul Lohmann,Đức,USP 41 (2018)
VD-28832-18,2023-02-22T00:00:00+07:00,Calcius Calcium Carbonate P23,"Liquid Quimica Mexicana, S.A. De C.V.",Mexico,USP 43 (2020)
VD-28832-18,2023-02-22T00:00:00+07:00,Sodium carbonate anhydrous pure,Panreac Quimica,Tây Ban Nha,NF 36 (2018)
VD-22800-15,2022-12-31T00:00:00+07:00,Sepifilm gloss,Seppic,Pháp,TC NSX
VD-22800-15,2022-12-31T00:00:00+07:00,Tween 80,Croda,Anh,BP 2009
VD-22800-15,2022-12-31T00:00:00+07:00,Polyethylen glycol 6000,Sasol Germany GmbH,Đức,NF 27 (2009)
VD-22800-15,2022-12-31T00:00:00+07:00,Colloidal silicon dioxide,Madhu Silica Pvt. Ltd,Ấn Độ,BP 2009
VD-22800-15,2022-12-31T00:00:00+07:00,Hydroxypropyl methylcellulose 6 (Hydroxypropyl methylcellulose 606),CellMark Chemicals Singapore Pte Ltd,Singapore,BP 2009
VD-22800-15,2022-12-31T00:00:00+07:00,Luzenac 00 (Talc),Imerys Talc Luzenac France,Pháp,DĐVN IV (2010)
VD-22800-15,2022-12-31T00:00:00+07:00,Magnesium stearate,Faci Asia Pacific,Singapore,DĐVN IV (2010)
VD-22800-15,2022-12-31T00:00:00+07:00,Maize starch B,Roquette,Pháp,DĐVN IV (2010)
VD-22800-15,2022-12-31T00:00:00+07:00,Titandioxide E-171 PH,Proquimac,Tây Ban Nha,BP 2009
VD-22800-15,2022-12-31T00:00:00+07:00,Era-gel (Rice starch gelatinized),"Cho Heng Rice Vermicelli Factory Co., Ltd",Thái lan,NF 27 (2009)
VD-22800-15,2022-12-31T00:00:00+07:00,Solutab (Croscarmellose sodium),Itacel Farmoquímica Ltda.,Brazil,NF 27 (2009)
VD-22800-15,2022-12-31T00:00:00+07:00,Explosol (Sodium starch glycolate),Blanver Farmoquimica,Brazil,NF 27 (2009)
VD-33145-19,2024-10-23T00:00:00+07:00,Fruity Flavor Liquid,"Western Flavors & Fragrances, Inc",Mỹ,In house
VD-33145-19,2024-10-23T00:00:00+07:00,Sodium citrate,Vikudha Overseas Corporration,Hồng Kông,BP 2014
VD-33145-19,2024-10-23T00:00:00+07:00,Citric Acid Monohydrate,Cofco Biochemical (Anhui),Trung Quốc,BP 2014
VD-33145-19,2024-10-23T00:00:00+07:00,Propylene glycol,Dow Chemical Pacific,Singapore,BP 2014
VD-33145-19,2024-10-23T00:00:00+07:00,Propylparaben,"San Fu Chemical Co.,Ltd",Đài Loan,BP 2014
VD-33145-19,2024-10-23T00:00:00+07:00,Methylparaben,"San Fu Chemical Co., Ltd",Đài Loan,BP 2014
VD-33145-19,2024-10-23T00:00:00+07:00,Neosorb P 20/60 (Sorbitol),Roquette Freres,Pháp,BP 2014
VD-33145-19,2024-10-23T00:00:00+07:00,Xanthan gum,"Jungbunzlauer AG Co., Ltd",Thụy Sĩ,USP 35
VD-33145-19,2024-10-23T00:00:00+07:00,Cremophor RH40 (Polyoxyl 40 hydrogenated castor oil),BASF South East Asia Pte Ltd,Singapore,NF 30
VD-33144-19,2024-10-23T00:00:00+07:00,17035 Yellow Iron Oxide,Univar,Anh,FAO JECFA
VD-33144-19,2024-10-23T00:00:00+07:00,Tween 80,Croda,Anh,EP 8.0 (2014)
VD-33144-19,2024-10-23T00:00:00+07:00,Lipoxol 6000 Med Powder (Polyethylene glycol 6000),Sasol Germany GmbH,Đức,NF 33 (2015)
VD-33144-19,2024-10-23T00:00:00+07:00,Luzenac 00 (Talc),Imerys Talc Luzenac France,Pháp,EP 8.0 (2014)
VD-33144-19,2024-10-23T00:00:00+07:00,Titandioxide E-171 PH,Proquimac,Tây Ban Nhaa,NF 33 (2015)
VD-33144-19,2024-10-23T00:00:00+07:00,Hydroxypropyl methylCellulose 6 (Hydroxypropyl methylcellulose 606),CellMark Chemicals,Singapore,NF 33 (2015)
VD-33144-19,2024-10-23T00:00:00+07:00,Magnesium stearate,Faci Asia Pacific Pte Ltd,Singapore,BP 2016
VD-33144-19,2024-10-23T00:00:00+07:00,Colloidal Silicon dioxide,Madhu Silica Pvt. Ltd,Ấn Độ,BP 2016
VD-33144-19,2024-10-23T00:00:00+07:00,Kolliphor SLS Fine,BASF South East Asia,Đức,NF 33 (2015)
VD-33144-19,2024-10-23T00:00:00+07:00,Solutab (Croscarmellose sodium),Blanver,Brazil,NF 33 (2015)
VD-33144-19,2024-10-23T00:00:00+07:00,Citric acid Anhydrous,"Cofco biochemical (anhui) Co., Ltd",Trung Quốc,BP 2016
VD-33144-19,2024-10-23T00:00:00+07:00,"Microcrystallin cellulose 101, Premium",Cellmark,Singapore,NF 33 (2015)
VD-33144-19,2024-10-23T00:00:00+07:00,Glucidex 12,Roquette Freres,Pháp,EP 8.0 (2014)
VD-25613-16,2022-12-15T00:00:00+07:00,SP Tween 80 EXP MBAL-LQ-(S G),Croda,Anh,EP 9.0 (2017)
VD-25613-16,2022-12-15T00:00:00+07:00,Lipoxol 6000 Med Powder (Polyethylen glycol 6000),Sasol Germany GmbH,Đức,NF 36 (2018)
VD-25613-16,2022-12-15T00:00:00+07:00,Luzenac 00 (Talc),Imerys Talc Luzenac,Pháp,EP 9.0 (2017)
VD-25613-16,2022-12-15T00:00:00+07:00,Titandioxide E-171 PH,"Proquimac PFC, S.A.",Tây Ban Nha,NF 36 (2018)
VD-25613-16,2022-12-15T00:00:00+07:00,Novomix,Novo Excipients Pvt. Ltd,Ấn Độ,In house
VD-25613-16,2022-12-15T00:00:00+07:00,Hydroxypropyl methyl cellulose 6 (Hydroxypropy l methylcellulose 606),CellMark Chemicals Singapore Pte Ltd,Singapore,NF 36 (2018)
VD-25613-16,2022-12-15T00:00:00+07:00,Magnesium stearate,Faci Asia Pacific Pte Ltd,Singapore,BP 2019
VD-25613-16,2022-12-15T00:00:00+07:00,Era-Gel (Rice starch (gelatinized)),Erawan Pharmaceutical,Thái Lan,NF 36 (2018)
VD-25613-16,2022-12-15T00:00:00+07:00,"Microcrystallin e cellulose 101, Premium",Cellmark chemical,Ấn Độ,NF 36 (2018)
VD-25613-16,2022-12-15T00:00:00+07:00,Explosol (Sodium Starch glycolate),Blanver Farmoquimica,Brazil,NF 36 (2018)
VD-25613-16,2022-12-15T00:00:00+07:00,Maize starch B,Roquette,Pháp,EP 9.0 (2017)
VD-26093-17,2022-12-31T00:00:00+07:00,"L-HPC, LH-21 (Low-Substitut ed hydroxypropyl cellulose)","Shin-Etsu Chemical Co., Ltd.",Nhật Bản,NF 36 (2018)
VD-26093-17,2022-12-31T00:00:00+07:00,Polyplasdone XL-10 (Crospovidone),ISP Sales,Mỹ,NF 36 (2018)
VD-26093-17,2022-12-31T00:00:00+07:00,17045 Red Iron Oxide,Univar,Anh,FAO JECFA
VD-26093-17,2022-12-31T00:00:00+07:00,Polysorbat 80,Croda,Anh,EP 9.0 (2017)
VD-26093-17,2022-12-31T00:00:00+07:00,Lipoxol 6000 MED Powder (Polyethylen glycol 6000),Sasol Germany GmbH,Đức,NF 36 (2018)
VD-26093-17,2022-12-31T00:00:00+07:00,Titanium dioxide E-171 PH,Proquimac,Tây Ban Nha,USP 41 (2018)
VD-26093-17,2022-12-31T00:00:00+07:00,Sinopol PEG 400,"Sino-Japan Chemical Co., Ltd.",Đài Loan,NF 36 (2018)
VD-26093-17,2022-12-31T00:00:00+07:00,Luzenac 00 (Talc),Imerys Talc Luzenac France,Pháp,EP 9.0 (2017)
VD-26093-17,2022-12-31T00:00:00+07:00,Hydroxypropyl methylCellulos e 606 (Hydroxypropyl methylcellulose),CellMark Chemicals Singapore Pte Ltd,Singapore,USP 41 (2018)
VD-26093-17,2022-12-31T00:00:00+07:00,Acrycoat L100 (Methacrylic acid copolymer),Corel pharma chem,Ấn Độ,NF 36 (2018)
VD-26093-17,2022-12-31T00:00:00+07:00,Novomix,Novo Excipients Pvt. Ltd,Ấn Độ,In house
VD-26093-17,2022-12-31T00:00:00+07:00,Colloidal silicon dioxide,Madhu Silica Pvt. Ltd,Ấn Độ,BP 2019
VD-26093-17,2022-12-31T00:00:00+07:00,Pruv (Sodium stearyl fumarate),JRS Pharma Gmbh & CO.KG,Đức,NF 36 (2018)
VD-26093-17,2022-12-31T00:00:00+07:00,Compressuc MS,Tereos,Pháp,NF 36 (2018)
VD-26093-17,2022-12-31T00:00:00+07:00,Solutab (Croscarmellos e sodium),Itacel Farmoquímica Ltda.,Brazil,NF 36 (2018)
VD-26093-17,2022-12-31T00:00:00+07:00,Magnesium Oxide Light Powder,"Tomita Pharmaceutical Co., Ltd",Nhật Bản,USP 43 (2020)
VD-26093-17,2022-12-31T00:00:00+07:00,Calcius Calcium Carbonate P70,"Liquid Quimica Mexicana, S.A. De C.V.",Mexico,USP 43 (2020)
VD-26093-17,2022-12-31T00:00:00+07:00,Sodium Carbonate anhydrous,Panreac Química S.L.U,Tây Ban Nha,NF 36 (2018)
VD-30275-18,2023-07-05T00:00:00+07:00,Magnesium stearate,Sudeep Pharma Private Limited,Ấn Độ,DĐVN IV (2010)
VD-30275-18,2023-07-05T00:00:00+07:00,Tartrazine dye,"Proquimac PFC, S.A.",Tây Ban Nha,DĐVN IV (2010)
VD-30275-18,2023-07-05T00:00:00+07:00,Explosol (Sodium starch glycolate),Itacel Farmoquímica Ltda.,Brazil,NF 27 (2009)
VD-30275-18,2023-07-05T00:00:00+07:00,Purox B Flakes Pure Grade,Emerald Performance Materials,Hà Lan,DĐVN IV (2010)
VD-30275-18,2023-07-05T00:00:00+07:00,Kollidon 30 (Povidone K30),BASF Corporation - Geismar Surfactants,Mỹ,NF 27 (2009)
VD-30275-18,2023-07-05T00:00:00+07:00,Wheat Starch TB,Roquette Freres,Pháp,DĐVN IV (2010)
VD-30275-18,2023-07-05T00:00:00+07:00,Granulac 200,Agropur inc.,Mỹ,DĐVN IV (2010)
VD-34564-20,2025-12-21T00:00:00+07:00,Magnesium stearate,Faci Asia Pacific Pte,Singapore,BP 2019
VD-34564-20,2025-12-21T00:00:00+07:00,Kolliphor SLS Fine (Sodium lauryl sulfate),BASF South East Asia,Germany,NF 36 (2018)
VD-34564-20,2025-12-21T00:00:00+07:00,Explosol (Sodium starch glycolate),Blanver Farmoquimica,Brazil,NF 36 (2018)
VD-34564-20,2025-12-21T00:00:00+07:00,Flocel 112 (Microcrystalline cellulose),JRS Pharma & Gujarat Microwax Private Limited,India,NF 36 (2018)
VD-34564-20,2025-12-21T00:00:00+07:00,"SuperTab 21AN, anhydrous (Anhydrous Lactose)",DMV - Fonterra Excipients GmbH & Co KG,Germany,NF 36 (2018)
VD3-165-22,2025-01-05T00:00:00+07:00,"""Halal"" Hard Gelatin Capsules (Empty Hard Gelatin Capsule) size 2 STD.purple OP - white OP (29906-44901)",PT. Capsugel Indonesia,Indonesia,In-house
VD-30180-18,2023-03-27T00:00:00+07:00,Magnesium Stearate (Tên TM: Palmstar Mgst 325-BP/USP/EP Magnesium Stearate),Peter Greven Asia SDN BHD,Malaysia,USP hiện hành
VD-30180-18,2023-03-27T00:00:00+07:00,Magnesium Stearate,Sudeep Pharma Private Limited,India,USP hiện hành
VD-30180-18,2023-03-27T00:00:00+07:00,Peppermint oil,"Australian Mint Oils & Flavours Pty., Ltd.",Australia,USP hiện hành
VD-30180-18,2023-03-27T00:00:00+07:00,Sodium Lauryl Sulfate  (Tên TM: Kolliphor SLS Fine),BASF Personal Care and Nutrition GmbH,Đức,USP hiện hành
VD-30180-18,2023-03-27T00:00:00+07:00,Povidone K30 (Tên TM: Povidone K30S / Kollidon® 30),"BASF Advanced Chemicals Co., Ltd.",China,USP hiện hành
VD-30180-18,2023-03-27T00:00:00+07:00,Povidone K30 (Tên TM: Povidone K30/ Kollidon® 30),BASF SE,Germany,USP hiện hành
VD-30180-18,2023-03-27T00:00:00+07:00,Saccharin sodium (Tên TM: Saccharin sodium dihydrate),Merck KGaA,Germany,EP hiện hành
VD-30180-18,2023-03-27T00:00:00+07:00,Saccharin sodium,JMC Corporation,Korea,EP hiện hành
VD-30180-18,2023-03-27T00:00:00+07:00,Starch (tên TM; Maize Starch B),Roquette Freres,France,EP hiện hành
VD-35324-21,2026-09-01T00:00:00+07:00,"Hard gelatin capsule, size 4, powd.blue op cap, white op body",PT Capsugel Indonesia,Indonesia,TCCS
VD-35324-21,2026-09-01T00:00:00+07:00,Magnesium stearate,Sun Ace Kakoh (Pte.) Ltd.,Singapore,USP 41
VD-35324-21,2026-09-01T00:00:00+07:00,Sodium starch glycolate (Type A),JRS Pharma & Gujarat Microwax Private Limited,India,BP 2019
VD-35324-21,2026-09-01T00:00:00+07:00,Hypromellose E6 (Hydroxy propyl methyl cellulose),"Shin-Etsu Chemical Co., Ltd.",Japan,USP 41
VD-35324-21,2026-09-01T00:00:00+07:00,Sodium lauryl sulfate,BASF Dusseldorf,Germany,USP 41
VD-35256-21,2026-06-23T00:00:00+07:00,Sodium lauryl sulfate,BASF Dusseldorf,Germany,USP 41
VD-35256-21,2026-06-23T00:00:00+07:00,Colloidal anhydrous silllica,Wacker Chemie AG,Germany,USP 41
VD-35256-21,2026-06-23T00:00:00+07:00,Orange flavouring spray dried powder,Ipra France,France,TCCS
VD-35256-21,2026-06-23T00:00:00+07:00,Sucralose,"Xiamen Boao Technology Co., Ltd",People’s Republic of China,USP 41
VD-35256-21,2026-06-23T00:00:00+07:00,Crospovidone XL,Ashland Specialty Ingredients - ISP Chemicals LLC,United States,USP 41
VD-35256-21,2026-06-23T00:00:00+07:00,Microcrystalline cellulose 102,Accent Microcell Private Limited,India,USP 41
VD-35256-21,2026-06-23T00:00:00+07:00,Mannitol 160C,Roquette Freres,France,EP 9.2
VD-33975-19,2024-10-23T00:00:00+07:00,Hydroxypropyl Methylcellulose K4M (Tên TM: Methocel K4M Premium Hydroxypropyl Methylcellulose),"Nutrition & Biosciences USA 1, LLC",Mỹ,USP hiện hành
VD-33975-19,2024-10-23T00:00:00+07:00,Hydroxypropyl Methylcellulose K4M (Tên TM: Methocel K4M Premium Hydroxypropyl Methylcellulose),Dow Chemical Company,Mỹ,USP hiện hành
VD-30527-18,2023-07-05T00:00:00+07:00,Polymers Acrylic (Tên thương mại KYRON T-114),Corel Pharma Chem,India,NSX
VD-25293-16,2023-01-01T00:00:00+07:00,Microcrystalline Cellulose (Tên thương mại Heweten 101),"Rettenmaier Natural Fiber Manufacturing (Changzhou) Co., Ltd.",China,USP-NF/EP/JP
VD-25293-16,2023-01-01T00:00:00+07:00,Microcrystalline Cellulose (Tên thương mại Flocel 101),JRS Pharma & Gujarat Microwax Private Limited,India,USP-NF/EP
VD-21902-14,2023-01-01T00:00:00+07:00,Microcrystalline Cellulose (Tên thương mại Heweten 102),"Rettenmaier Natural Fiber Manufacturing (Changzhou) Co., Ltd.",China,USP-NF/EP/JP
VD-21902-14,2023-01-01T00:00:00+07:00,Microcrystalline Cellulose (Tên thương mại Flocel 102),JRS Pharma & Gujarat Microwax Private Limited,India,USP-NF/EP
VD-21902-14,2023-01-01T00:00:00+07:00,Croscarmellose Sodium (Tên thương mại  VIVASOL GF),JRS Pharma & Gujarat Microwax Private Limited,India,USP-NF/EP/JP
VD-21362-14,2023-01-01T00:00:00+07:00,Microcrystalline Cellulose (Tên thương mại Flocel 112),JRS Pharma & Gujarat Microwax Private Limited,India,USP-NF/EP
VD-19020-13,2023-01-01T00:00:00+07:00,Sodium starch glycolate (Tên thương mại Explotab),JRS Pharma & Gujarat Microwax Private Limited,India,USP-NF/EP/JP
VD-25537-16,2022-09-05T00:00:00+07:00,Hard gelatin capsule (Vỏ nang rỗng),PT. CAPSUGEL INDONESIA,Indonesia,NSX
VD-25537-16,2022-09-05T00:00:00+07:00,Tablube® (Grade: Premium vegetable),"Nitika  Pharmaceutical  Specialities PVT. LTD.,",India,Current USP
VD-25537-16,2022-09-05T00:00:00+07:00,"HDK® N20 Pharma, hydrophilic pyrogenic silica",Wacker Chemie AG,Germany,Current EP/ Current USP
VD-25537-16,2022-09-05T00:00:00+07:00,Primojel®,"DFE Pharma  GmbH & Co. KG (Production Site: DFE Pharma B.V., Foxhol, The Netherlands)",The  Netherlands,Current EP/ Current USP
VD-25537-16,2022-09-05T00:00:00+07:00,VIVAPUR® 102,"JRS Pharma GmbH & Co.Kg (Manufacturing site: Weissenborn, Germany)",Germany,Current EP/ Current USP
VD-25537-16,2022-09-05T00:00:00+07:00,Kollidon® 17 PF,BASF SE,Germany,Current EP/ Current USP
VD-25537-16,2022-09-05T00:00:00+07:00,Primellose®,"DFE Pharma  GmbH & Co. KG (Production Site: DFE Pharma B.V., Foxhol, The Netherlands)",The  Netherlands,Current EP/ Current USP
VD-25537-16,2022-09-05T00:00:00+07:00,Duralac® H,MEGGLE USA Inc. (Subcontracted production and release site: Agropur Inc.),USA,Current USP/Current EP
VD-33768-19,2024-10-23T00:00:00+07:00,Hard gelatin capsule (Vỏ nang rỗng),PT. CAPSUGEL INDONESIA,Indonesia,NSX
VD-33768-19,2024-10-23T00:00:00+07:00,Kolliwax® S,BASF Personal Care and Nutrition GmbH,Germany,Current EP/Current USP
VD-33768-19,2024-10-23T00:00:00+07:00,Tablube® (Grade: Premium vegetable),"Nitika  Pharmaceutical  Specialities PVT. LTD.,",India,Current USP
VD-33768-19,2024-10-23T00:00:00+07:00,Pearlitol 160 C,Roquette Freres,France,Current EP/Current USP
VD-26422-17,2022-02-06T00:00:00+07:00,Hard gelatin capsule (Vỏ nang rỗng),PT. CAPSUGEL INDONESIA,Indonesia,NSX
VD-26422-17,2022-02-06T00:00:00+07:00,Tablube® (Grade: Premium vegetable),"Nitika  Pharmaceutical  Specialities PVT. LTD.,",India,Current USP
VD-26422-17,2022-02-06T00:00:00+07:00,Wheat starch TB,Roquette Freres,France,Current EP/Current USP
VD-33766-19,2024-10-23T00:00:00+07:00,Hard gelatin capsule (Vỏ nang rỗng),PT. CAPSUGEL INDONESIA,Indonesia,NSX
VD-33766-19,2024-10-23T00:00:00+07:00,Tablube® (Grade: Premium vegetable),"Nitika Pharmaceutical Specialities PVT. LTD.,",India,Current USP
VD-33766-19,2024-10-23T00:00:00+07:00,Primojel®,"DFE Pharma GmbH & Co. KG (Production Site: DFE Pharma B.V., Foxhol, The Netherlands)",The Netherlands,Current EP/Current USP
